OrderID;Date;CustomerID;Product;Category;Quantity;UnitPrice;Total;PaymentMethod;Country
548;2023-01-22 00:00:00;C8003;Tablet;Electrònica;1;714,89;714,89;Targeta;Itàlia
549;2023-09-15 00:00:00;C5558;Portàtil;Electrònica;2;830,22;1660,44;PayPal;Països Baixos
550;2023-04-05 00:00:00;C5082;Monitor;Electrònica;2;145,94;291,88;PayPal;Portugal
551;2023-10-05 00:00:00;C4754;USB;Accessoris;4;11,78;47,12;PayPal;Països Baixos
552;2023-07-03 00:00:00;C9706;Monitor;Electrònica;1;479,09;479,09;Transferència;França
553;2023-01-23 00:00:00;C3460;Mòbil;Electrònica;3;497,55;1492,65;Targeta;Alemanya
554;2023-10-08 00:00:00;C8295;Teclat;Accessoris;4;24,84;99,36;Targeta;Països Baixos
555;2023-07-05 00:00:00;C4727;Impressora;Oficina;2;201,83;403,66;PayPal;Espanya
556;2023-09-18 00:00:00;C1514;Monitor;Electrònica;4;505,88;2023,52;Transferència;França
557;2023-08-12 00:00:00;C9033;Ratolí;Accessoris;3;79,43;238,29;Targeta;Països Baixos
558;2023-10-29 00:00:00;C3159;Impressora;Oficina;2;121,41;242,82;PayPal;Alemanya
559;2023-03-27 00:00:00;C3649;Tablet;Electrònica;4;737,84;2951,36;PayPal;Països Baixos
560;2023-07-28 00:00:00;C2037;Portàtil;Electrònica;4;1387,97;5551,88;Transferència;Portugal
561;2023-01-20 00:00:00;C3634;Mòbil;Electrònica;5;949,55;4747,75;Targeta;Alemanya
562;2023-04-11 00:00:00;C1697;Monitor;Electrònica;3;478,13;1434,39;PayPal;Espanya
563;2023-05-12 00:00:00;C2929;Tablet;Electrònica;5;426,23;2131,15;Targeta;França
564;2023-06-03 00:00:00;C2828;Monitor;Electrònica;3;543,1;1629,3;Targeta;Itàlia
565;2023-07-21 00:00:00;C6891;Portàtil;Electrònica;5;1264,13;6320,65;Transferència;França
566;2023-01-20 00:00:00;C3563;Impressora;Oficina;5;113,46;567,3;PayPal;Espanya
567;2023-08-04 00:00:00;C5431;Impressora;Oficina;3;228,54;685,62;PayPal;França
568;2023-09-11 00:00:00;C1161;Cadira oficina;Oficina;4;114,11;456,44;Targeta;Alemanya
569;2023-06-08 00:00:00;C4390;Monitor;Electrònica;3;399,68;1199,04;Transferència;Espanya
570;2023-03-17 00:00:00;C1541;USB;Accessoris;5;8,47;42,35;PayPal;Alemanya
571;2023-12-22 00:00:00;C9623;Auriculars;Accessoris;5;196,75;983,75;Targeta;Espanya
572;2023-07-02 00:00:00;C2169;Tablet;Electrònica;1;430,1;430,1;PayPal;Països Baixos
573;2023-09-08 00:00:00;C9667;Cadira oficina;Oficina;1;149,14;149,14;PayPal;Itàlia
574;2023-11-09 00:00:00;C2019;Portàtil;Electrònica;3;1314,96;3944,88;Targeta;Països Baixos
575;2023-07-17 00:00:00;C2283;Teclat;Accessoris;1;46,44;46,44;PayPal;Alemanya
576;2023-07-17 00:00:00;C3125;Auriculars;Accessoris;3;109,31;327,93;PayPal;Portugal
577;2023-03-31 00:00:00;C4471;Ratolí;Accessoris;1;62,31;62,31;PayPal;Països Baixos
578;2023-03-02 00:00:00;C9329;Tablet;Electrònica;4;302,2;1208,8;Targeta;Portugal
579;2023-04-17 00:00:00;C7397;Auriculars;Accessoris;5;80,21;401,05;Targeta;Països Baixos
580;2023-12-31 00:00:00;C3610;Tablet;Electrònica;1;589,86;589,86;Targeta;Països Baixos
581;2023-02-04 00:00:00;C6017;USB;Accessoris;2;47,33;94,66;Transferència;Alemanya
582;2023-11-16 00:00:00;C7052;Portàtil;Electrònica;5;1410,91;7054,55;Transferència;Espanya
583;2023-03-15 00:00:00;C9895;Portàtil;Electrònica;5;1136,63;5683,15;PayPal;Espanya
584;2023-09-17 00:00:00;C8462;Cadira oficina;Oficina;2;175,91;351,82;Transferència;França
585;2023-10-07 00:00:00;C4384;Mòbil;Electrònica;1;696,46;696,46;PayPal;França
586;2023-07-01 00:00:00;C1685;Monitor;Electrònica;1;103,51;103,51;Transferència;Portugal
587;2023-02-26 00:00:00;C8710;USB;Accessoris;4;32,46;129,84;Transferència;Itàlia
588;2023-02-05 00:00:00;C7868;Tablet;Electrònica;1;841,97;841,97;PayPal;Portugal
589;2023-04-16 00:00:00;C5998;Tablet;Electrònica;4;201,72;806,88;PayPal;Alemanya
590;2023-09-27 00:00:00;C1631;Impressora;Oficina;4;136,44;545,76;Targeta;França
591;2023-08-05 00:00:00;C1204;Ratolí;Accessoris;2;78,24;156,48;PayPal;França
592;2023-10-28 00:00:00;C6347;Auriculars;Accessoris;1;68,27;68,27;PayPal;Espanya
593;2023-12-04 00:00:00;C3297;Monitor;Electrònica;4;116,81;467,24;Targeta;França
594;2023-07-15 00:00:00;C1689;Portàtil;Electrònica;5;1193,39;5966,95;Targeta;França
595;2023-06-09 00:00:00;C8927;Ratolí;Accessoris;2;38,78;77,56;PayPal;Portugal
596;2023-06-03 00:00:00;C3539;Ratolí;Accessoris;5;48,38;241,9;Transferència;Alemanya
597;2023-06-14 00:00:00;C3361;Ratolí;Accessoris;1;65,14;65,14;PayPal;Alemanya
598;2023-05-11 00:00:00;C4670;Cadira oficina;Oficina;5;295,09;1475,45;Transferència;França
599;2023-12-11 00:00:00;C7588;Teclat;Accessoris;1;35,8;35,8;Transferència;Països Baixos
600;2023-04-27 00:00:00;C8875;Ratolí;Accessoris;2;17,99;35,98;Targeta;Itàlia
601;2023-11-23 00:00:00;C1597;Mòbil;Electrònica;1;617,99;617,99;Targeta;Portugal
602;2023-06-01 00:00:00;C1572;Mòbil;Electrònica;1;761,22;761,22;PayPal;França
603;2023-02-12 00:00:00;C7566;Teclat;Accessoris;2;105,31;210,62;Transferència;Països Baixos
604;2023-04-08 00:00:00;C2517;Auriculars;Accessoris;1;147,41;147,41;Transferència;França
605;2023-11-26 00:00:00;C2537;Ratolí;Accessoris;1;42,08;42,08;Transferència;França
606;2023-03-07 00:00:00;C7985;Mòbil;Electrònica;1;864,19;864,19;Targeta;Països Baixos
607;2023-05-05 00:00:00;C4750;Tablet;Electrònica;3;496,72;1490,16;Targeta;Portugal
608;2023-02-28 00:00:00;C1610;Tablet;Electrònica;4;559,07;2236,28;Transferència;Alemanya
609;2023-02-01 00:00:00;C3324;Cadira oficina;Oficina;1;72,47;72,47;PayPal;Portugal
610;2023-08-02 00:00:00;C6774;Mòbil;Electrònica;4;364,71;1458,84;Targeta;Alemanya
611;2023-03-20 00:00:00;C2749;Mòbil;Electrònica;5;404,88;2024,4;Transferència;Portugal
612;2023-06-17 00:00:00;C3105;Impressora;Oficina;3;106,57;319,71;Targeta;Itàlia
613;2023-03-07 00:00:00;C6879;Auriculars;Accessoris;1;155,13;155,13;PayPal;Països Baixos
614;2023-04-07 00:00:00;C2577;Tablet;Electrònica;4;497,95;1991,8;Targeta;Països Baixos
615;2023-10-06 00:00:00;C7744;Tablet;Electrònica;4;523,36;2093,44;Targeta;Itàlia
616;2023-07-16 00:00:00;C3551;Ratolí;Accessoris;3;37,82;113,46;Targeta;Itàlia
617;2023-10-24 00:00:00;C9676;Impressora;Oficina;4;115,35;461,4;Targeta;Països Baixos
618;2023-02-16 00:00:00;C9078;USB;Accessoris;1;33,56;33,56;Transferència;Alemanya
619;2023-02-11 00:00:00;C7971;Monitor;Electrònica;2;557,55;1115,1;Transferència;Espanya
620;2023-09-20 00:00:00;C5943;Ratolí;Accessoris;4;58,71;234,84;Transferència;Països Baixos
621;2023-10-10 00:00:00;C2898;Mòbil;Electrònica;3;1057,18;3171,54;Targeta;Portugal
622;2023-08-08 00:00:00;C4200;Teclat;Accessoris;1;118,27;118,27;Transferència;Espanya
623;2023-06-25 00:00:00;C4690;USB;Accessoris;5;6,5;32,5;Targeta;Itàlia
624;2023-02-01 00:00:00;C8183;Tablet;Electrònica;3;384,87;1154,61;Targeta;França
625;2023-01-21 00:00:00;C1669;Ratolí;Accessoris;5;79,19;395,95;PayPal;França
626;2023-04-12 00:00:00;C2529;Cadira oficina;Oficina;4;212,32;849,28;PayPal;França
627;2023-11-21 00:00:00;C7274;Mòbil;Electrònica;3;627,49;1882,47;Targeta;Itàlia
628;2023-06-03 00:00:00;C7788;USB;Accessoris;1;28,73;28,73;PayPal;Espanya
629;2023-09-22 00:00:00;C1645;Monitor;Electrònica;4;586,73;2346,92;Targeta;Alemanya
630;2023-12-30 00:00:00;C3504;Impressora;Oficina;4;298,58;1194,32;Transferència;França
631;2023-05-11 00:00:00;C1587;Tablet;Electrònica;2;418,35;836,7;Targeta;Països Baixos
632;2023-10-04 00:00:00;C7299;Portàtil;Electrònica;2;1034,65;2069,3;Transferència;Alemanya
633;2023-06-12 00:00:00;C2715;USB;Accessoris;1;42,17;42,17;Transferència;Portugal
634;2023-12-04 00:00:00;C6433;Ratolí;Accessoris;3;73,38;220,14;Targeta;Països Baixos
635;2023-11-21 00:00:00;C7763;Ratolí;Accessoris;1;52,96;52,96;PayPal;Països Baixos
636;2023-10-16 00:00:00;C9915;Tablet;Electrònica;3;503,47;1510,41;PayPal;Espanya
637;2023-03-07 00:00:00;C5578;Mòbil;Electrònica;2;939,29;1878,58;Targeta;Alemanya
638;2023-02-16 00:00:00;C2958;Monitor;Electrònica;4;443,16;1772,64;Targeta;Espanya
639;2023-05-04 00:00:00;C7144;Impressora;Oficina;4;108,5;434;Transferència;Itàlia
640;2023-01-04 00:00:00;C1441;Cadira oficina;Oficina;3;260,89;782,67;Targeta;Portugal
641;2023-08-15 00:00:00;C1948;Ratolí;Accessoris;5;45,89;229,45;Targeta;Països Baixos
642;2023-02-08 00:00:00;C1392;Auriculars;Accessoris;4;137,57;550,28;Targeta;Països Baixos
643;2023-07-26 00:00:00;C2138;Monitor;Electrònica;5;494,22;2471,1;Transferència;Portugal
644;2023-08-07 00:00:00;C3454;Monitor;Electrònica;3;553,6;1660,8;PayPal;Països Baixos
645;2023-02-15 00:00:00;C3597;USB;Accessoris;2;12,61;25,22;PayPal;Espanya
646;2023-11-24 00:00:00;C6661;USB;Accessoris;5;15,2;76;PayPal;Alemanya
647;2023-03-25 00:00:00;C9472;Mòbil;Electrònica;3;1002,35;3007,05;PayPal;França
648;2023-04-12 00:00:00;C2750;Impressora;Oficina;2;197,51;395,02;PayPal;Portugal
649;2023-03-24 00:00:00;C8789;Auriculars;Accessoris;1;42,94;42,94;PayPal;Itàlia
650;2023-10-02 00:00:00;C8880;Portàtil;Electrònica;2;1437,54;2875,08;Targeta;França
651;2023-11-23 00:00:00;C8230;Cadira oficina;Oficina;5;261,47;1307,35;PayPal;Països Baixos
652;2023-05-01 00:00:00;C2531;Portàtil;Electrònica;4;1191,43;4765,72;PayPal;Itàlia
653;2023-04-30 00:00:00;C1933;Portàtil;Electrònica;4;1244,56;4978,24;Targeta;Alemanya
654;2023-10-13 00:00:00;C1264;Mòbil;Electrònica;4;320,25;1281;PayPal;Països Baixos
655;2023-03-30 00:00:00;C2762;Ratolí;Accessoris;4;10,87;43,48;Targeta;Espanya
656;2023-07-15 00:00:00;C9259;Ratolí;Accessoris;1;25,84;25,84;Targeta;Itàlia
657;2023-12-27 00:00:00;C8804;Impressora;Oficina;2;357,03;714,06;Targeta;França
658;2023-04-30 00:00:00;C4198;Auriculars;Accessoris;1;126,78;126,78;PayPal;Itàlia
659;2023-03-03 00:00:00;C3479;Mòbil;Electrònica;5;826,18;4130,9;Targeta;Països Baixos
660;2023-09-24 00:00:00;C2492;Portàtil;Electrònica;3;824,27;2472,81;PayPal;Alemanya
661;2023-10-31 00:00:00;C8851;Auriculars;Accessoris;5;113,86;569,3;Targeta;Portugal
662;2023-07-20 00:00:00;C4516;Monitor;Electrònica;5;157,47;787,35;Targeta;Alemanya
663;2023-08-04 00:00:00;C8468;Ratolí;Accessoris;3;12,29;36,87;Transferència;Espanya
664;2023-03-17 00:00:00;C7317;Mòbil;Electrònica;4;894,45;3577,8;Targeta;Espanya
665;2023-05-27 00:00:00;C7748;Cadira oficina;Oficina;1;245,73;245,73;PayPal;Països Baixos
666;2023-11-03 00:00:00;C4740;Auriculars;Accessoris;5;50,7;253,5;Transferència;França
667;2023-01-28 00:00:00;C1771;Portàtil;Electrònica;4;1247,72;4990,88;Targeta;Espanya
668;2023-03-08 00:00:00;C1193;Monitor;Electrònica;5;292,26;1461,3;Transferència;Espanya
669;2023-12-27 00:00:00;C5005;USB;Accessoris;3;17,22;51,66;Targeta;Espanya
670;2023-07-29 00:00:00;C7716;Mòbil;Electrònica;1;270,93;270,93;Transferència;Països Baixos
671;2023-10-10 00:00:00;C8815;Cadira oficina;Oficina;2;173,4;346,8;Transferència;Alemanya
672;2023-04-03 00:00:00;C3800;Monitor;Electrònica;2;219,43;438,86;Transferència;Portugal
673;2023-08-25 00:00:00;C6808;Auriculars;Accessoris;3;132,05;396,15;Transferència;França
674;2023-10-29 00:00:00;C5976;Impressora;Oficina;1;230,8;230,8;Targeta;Alemanya
675;2023-12-19 00:00:00;C5697;Auriculars;Accessoris;3;59,43;178,29;PayPal;Itàlia
676;2023-07-11 00:00:00;C6482;Mòbil;Electrònica;5;662,85;3314,25;Targeta;Itàlia
677;2023-09-22 00:00:00;C6463;Monitor;Electrònica;1;122,19;122,19;Transferència;Espanya
678;2023-01-17 00:00:00;C1855;Monitor;Electrònica;1;143,55;143,55;Transferència;Itàlia
679;2023-07-02 00:00:00;C4112;Impressora;Oficina;3;236,06;708,18;Transferència;Itàlia
680;2023-05-27 00:00:00;C6002;Mòbil;Electrònica;3;229,67;689,01;Transferència;Portugal
681;2023-01-01 00:00:00;C9210;Ratolí;Accessoris;5;19,2;96;Targeta;Itàlia
682;2023-04-19 00:00:00;C7588;Mòbil;Electrònica;5;611,02;3055,1;Targeta;Espanya
683;2023-03-31 00:00:00;C7246;Monitor;Electrònica;5;254,69;1273,45;PayPal;Països Baixos
684;2023-01-08 00:00:00;C9365;Mòbil;Electrònica;5;1154,03;5770,15;Targeta;Espanya
685;2023-08-03 00:00:00;C4760;Portàtil;Electrònica;5;835,79;4178,95;Targeta;Itàlia
686;2023-05-26 00:00:00;C5033;Teclat;Accessoris;2;78,4;156,8;PayPal;França
687;2023-05-07 00:00:00;C9611;Mòbil;Electrònica;1;865,29;865,29;PayPal;Països Baixos
688;2023-08-27 00:00:00;C1935;Auriculars;Accessoris;3;86,43;259,29;Transferència;França
689;2023-11-28 00:00:00;C8922;Tablet;Electrònica;1;713,38;713,38;PayPal;Espanya
690;2023-10-12 00:00:00;C5200;Cadira oficina;Oficina;2;145,15;290,3;PayPal;França
691;2023-11-27 00:00:00;C5658;Mòbil;Electrònica;3;846,45;2539,35;Transferència;Portugal
692;2023-02-08 00:00:00;C1770;Impressora;Oficina;1;369,65;369,65;Targeta;Portugal
693;2023-04-27 00:00:00;C2628;Impressora;Oficina;3;303,39;910,17;Targeta;Itàlia
694;2023-03-22 00:00:00;C5008;Portàtil;Electrònica;2;846,51;1693,02;PayPal;Alemanya
695;2023-08-23 00:00:00;C2856;Monitor;Electrònica;3;311,02;933,06;PayPal;Països Baixos
696;2023-12-23 00:00:00;C5669;Mòbil;Electrònica;2;284,39;568,78;Targeta;Itàlia
697;2023-10-06 00:00:00;C2431;Auriculars;Accessoris;1;120,56;120,56;PayPal;Itàlia
698;2023-10-04 00:00:00;C2130;Portàtil;Electrònica;4;1256,6;5026,4;PayPal;Espanya
699;2023-03-14 00:00:00;C5020;Ratolí;Accessoris;3;40,1;120,3;Targeta;França
700;2023-12-30 00:00:00;C2823;Tablet;Electrònica;4;796,31;3185,24;Transferència;Alemanya
701;2023-06-21 00:00:00;C7990;Impressora;Oficina;4;337,85;1351,4;Targeta;Portugal
702;2023-02-17 00:00:00;C2141;Portàtil;Electrònica;3;1331,55;3994,65;Targeta;Portugal
703;2023-06-16 00:00:00;C4361;Portàtil;Electrònica;1;1293,91;1293,91;PayPal;Portugal
704;2023-01-07 00:00:00;C4267;USB;Accessoris;5;12,51;62,55;Targeta;Espanya
705;2023-07-12 00:00:00;C3606;Tablet;Electrònica;1;183,58;183,58;PayPal;Espanya
706;2023-07-21 00:00:00;C8611;Teclat;Accessoris;5;31,22;156,1;Targeta;Països Baixos
707;2023-05-06 00:00:00;C2829;Portàtil;Electrònica;3;1065,24;3195,72;Transferència;Alemanya
708;2023-06-25 00:00:00;C4699;Portàtil;Electrònica;2;1393;2786;Targeta;Itàlia
709;2023-01-31 00:00:00;C6744;Tablet;Electrònica;1;585,17;585,17;Targeta;Itàlia
710;2023-12-10 00:00:00;C1442;Ratolí;Accessoris;5;19,84;99,2;Transferència;Països Baixos
711;2023-09-17 00:00:00;C8833;Auriculars;Accessoris;5;115,74;578,7;Transferència;Espanya
712;2023-08-22 00:00:00;C3309;Teclat;Accessoris;3;19,09;57,27;Targeta;Espanya
713;2023-01-30 00:00:00;C5009;Cadira oficina;Oficina;5;241,49;1207,45;Targeta;Països Baixos
714;2023-02-06 00:00:00;C7313;Portàtil;Electrònica;5;1430,06;7150,3;PayPal;Portugal
715;2023-03-28 00:00:00;C7789;Monitor;Electrònica;3;287,4;862,2;Transferència;Països Baixos
716;2023-07-20 00:00:00;C3416;Tablet;Electrònica;4;602,21;2408,84;PayPal;Espanya
717;2023-05-06 00:00:00;C6619;Auriculars;Accessoris;3;35,88;107,64;Targeta;Alemanya
718;2023-03-10 00:00:00;C4236;Tablet;Electrònica;4;173,2;692,8;Transferència;Itàlia
719;2023-06-11 00:00:00;C9556;Ratolí;Accessoris;5;43,45;217,25;Targeta;Espanya
720;2023-12-09 00:00:00;C1946;Mòbil;Electrònica;3;961,9;2885,7;Targeta;Itàlia
721;2023-04-19 00:00:00;C8730;Portàtil;Electrònica;2;1049,33;2098,66;PayPal;Itàlia
722;2023-01-21 00:00:00;C9491;Impressora;Oficina;5;112,01;560,05;Targeta;Països Baixos
723;2023-04-02 00:00:00;C7626;Tablet;Electrònica;4;773,02;3092,08;Targeta;Països Baixos
724;2023-05-19 00:00:00;C7652;Ratolí;Accessoris;2;20,54;41,08;Transferència;Alemanya
725;2023-12-04 00:00:00;C3151;Impressora;Oficina;4;397,85;1591,4;Targeta;Portugal
726;2023-10-02 00:00:00;C3567;Auriculars;Accessoris;2;78,65;157,3;Transferència;Països Baixos
727;2023-04-11 00:00:00;C4730;Mòbil;Electrònica;1;239,46;239,46;Targeta;Portugal
728;2023-04-27 00:00:00;C9458;USB;Accessoris;3;10,96;32,88;Transferència;França
729;2023-09-03 00:00:00;C7538;Portàtil;Electrònica;4;1047,42;4189,68;PayPal;Portugal
730;2023-07-03 00:00:00;C2960;Monitor;Electrònica;5;374,66;1873,3;PayPal;Alemanya
731;2023-03-11 00:00:00;C1882;Auriculars;Accessoris;4;177,88;711,52;PayPal;Itàlia
732;2023-08-24 00:00:00;C7963;Cadira oficina;Oficina;4;171,04;684,16;Transferència;França
733;2023-08-16 00:00:00;C8269;USB;Accessoris;2;43,86;87,72;Transferència;Itàlia
734;2023-07-22 00:00:00;C3808;Mòbil;Electrònica;3;722,44;2167,32;PayPal;Alemanya
735;2023-06-28 00:00:00;C7068;Portàtil;Electrònica;1;1053,59;1053,59;PayPal;Portugal
736;2023-04-02 00:00:00;C2970;Cadira oficina;Oficina;2;295,38;590,76;Targeta;Espanya
737;2023-12-31 00:00:00;C5258;USB;Accessoris;4;32,1;128,4;Transferència;Itàlia
738;2023-11-24 00:00:00;C1115;Tablet;Electrònica;1;300,36;300,36;PayPal;Països Baixos
739;2023-08-13 00:00:00;C4935;USB;Accessoris;1;5,14;5,14;Targeta;Països Baixos
740;2023-11-21 00:00:00;C8661;Portàtil;Electrònica;3;968,27;2904,81;Transferència;Itàlia
741;2023-01-22 00:00:00;C4420;Tablet;Electrònica;2;315,56;631,12;Targeta;Alemanya
742;2023-02-23 00:00:00;C3953;Auriculars;Accessoris;3;25,5;76,5;Transferència;Espanya
743;2023-07-23 00:00:00;C7337;Monitor;Electrònica;5;167,22;836,1;Transferència;Portugal
744;2023-07-03 00:00:00;C5152;Tablet;Electrònica;3;400,06;1200,18;Transferència;Itàlia
745;2023-01-19 00:00:00;C8537;Mòbil;Electrònica;3;993,39;2980,17;Transferència;França
746;2023-11-23 00:00:00;C9733;Teclat;Accessoris;1;86,07;86,07;Transferència;Espanya
747;2023-10-19 00:00:00;C1024;Teclat;Accessoris;1;16,5;16,5;PayPal;Espanya
748;2023-05-21 00:00:00;C9068;Mòbil;Electrònica;5;832,91;4164,55;Targeta;Països Baixos
749;2023-05-07 00:00:00;C9448;Impressora;Oficina;1;337,67;337,67;Transferència;Portugal
750;2023-07-10 00:00:00;C4175;Teclat;Accessoris;2;103,82;207,64;PayPal;França
751;2023-09-17 00:00:00;C9605;Teclat;Accessoris;2;56,91;113,82;Targeta;Països Baixos
752;2023-12-21 00:00:00;C4655;Impressora;Oficina;3;58,57;175,71;PayPal;Alemanya
753;2023-06-22 00:00:00;C6409;Ratolí;Accessoris;4;17,77;71,08;Targeta;Alemanya
754;2023-05-03 00:00:00;C9549;Portàtil;Electrònica;3;804,26;2412,78;Targeta;França
755;2023-06-11 00:00:00;C8913;Cadira oficina;Oficina;1;131,9;131,9;Transferència;França
756;2023-11-18 00:00:00;C2497;USB;Accessoris;4;15,9;63,6;PayPal;Països Baixos
757;2023-10-17 00:00:00;C3951;Impressora;Oficina;4;191,01;764,04;PayPal;França
758;2023-04-28 00:00:00;C3780;Teclat;Accessoris;3;45,71;137,13;PayPal;Portugal
759;2023-08-21 00:00:00;C6789;Ratolí;Accessoris;1;50,83;50,83;Targeta;França
760;2023-02-22 00:00:00;C8480;Cadira oficina;Oficina;5;294,96;1474,8;Targeta;Itàlia
761;2023-07-02 00:00:00;C8190;Mòbil;Electrònica;1;959,61;959,61;PayPal;Portugal
762;2023-01-10 00:00:00;C8651;Ratolí;Accessoris;2;70,69;141,38;Transferència;Països Baixos
763;2023-05-28 00:00:00;C1159;Mòbil;Electrònica;4;824,78;3299,12;Transferència;Alemanya
764;2023-02-22 00:00:00;C7846;Portàtil;Electrònica;2;1168,39;2336,78;Targeta;Alemanya
765;2023-09-21 00:00:00;C6585;Mòbil;Electrònica;3;319,95;959,85;PayPal;Portugal
766;2023-12-04 00:00:00;C8927;Monitor;Electrònica;2;300,72;601,44;Transferència;Itàlia
767;2023-12-27 00:00:00;C8758;Teclat;Accessoris;3;81,1;243,3;PayPal;França
768;2023-12-15 00:00:00;C2809;Mòbil;Electrònica;1;302,75;302,75;Targeta;Països Baixos
769;2023-12-09 00:00:00;C7056;Auriculars;Accessoris;1;69,71;69,71;Transferència;Portugal
770;2023-11-16 00:00:00;C6276;Monitor;Electrònica;4;270,19;1080,76;Targeta;Itàlia
771;2023-03-06 00:00:00;C6738;Monitor;Electrònica;1;565,44;565,44;PayPal;Portugal
772;2023-06-11 00:00:00;C5523;Impressora;Oficina;3;144,64;433,92;PayPal;Portugal
773;2023-11-03 00:00:00;C3224;USB;Accessoris;2;30,73;61,46;Transferència;Alemanya
774;2023-06-28 00:00:00;C9662;Ratolí;Accessoris;4;36,41;145,64;Targeta;Espanya
775;2023-11-12 00:00:00;C8094;Impressora;Oficina;1;222,83;222,83;Targeta;Portugal
776;2023-08-23 00:00:00;C4607;Portàtil;Electrònica;5;803,05;4015,25;PayPal;Portugal
777;2023-10-08 00:00:00;C6832;Mòbil;Electrònica;1;961,04;961,04;Targeta;Alemanya
778;2023-07-30 00:00:00;C2316;Mòbil;Electrònica;3;305,36;916,08;Transferència;Alemanya
779;2023-10-31 00:00:00;C3587;Monitor;Electrònica;5;124,09;620,45;Transferència;França
780;2023-10-30 00:00:00;C2519;USB;Accessoris;3;43,96;131,88;PayPal;Països Baixos
781;2023-08-24 00:00:00;C5968;Portàtil;Electrònica;3;946,22;2838,66;Targeta;Països Baixos
782;2023-01-13 00:00:00;C3257;Portàtil;Electrònica;1;836,65;836,65;Targeta;Països Baixos
783;2023-01-31 00:00:00;C5424;Cadira oficina;Oficina;4;192,5;770;Transferència;Itàlia
784;2023-04-10 00:00:00;C2772;Cadira oficina;Oficina;1;268,74;268,74;Transferència;Itàlia
785;2023-10-01 00:00:00;C8170;Mòbil;Electrònica;4;495,3;1981,2;Targeta;Països Baixos
786;2023-05-29 00:00:00;C1539;Portàtil;Electrònica;4;1020,94;4083,76;Transferència;Països Baixos
787;2023-12-22 00:00:00;C1234;Portàtil;Electrònica;1;1299,24;1299,24;Transferència;Portugal
788;2023-02-18 00:00:00;C5213;Ratolí;Accessoris;1;35,75;35,75;PayPal;França
789;2023-02-13 00:00:00;C8982;Ratolí;Accessoris;5;64,74;323,7;Targeta;Alemanya
790;2023-06-14 00:00:00;C4173;Mòbil;Electrònica;5;1035,48;5177,4;Targeta;Alemanya
791;2023-12-22 00:00:00;C5493;Impressora;Oficina;1;168,07;168,07;Transferència;Portugal
792;2023-04-21 00:00:00;C3661;Auriculars;Accessoris;1;94,46;94,46;Targeta;Portugal
793;2023-01-24 00:00:00;C9931;Teclat;Accessoris;4;70,75;283;Transferència;Espanya
794;2023-08-18 00:00:00;C4923;Mòbil;Electrònica;2;241,66;483,32;PayPal;Espanya
795;2023-04-14 00:00:00;C3745;Teclat;Accessoris;1;62,77;62,77;Targeta;Alemanya
796;2023-06-19 00:00:00;C6818;Monitor;Electrònica;5;528,56;2642,8;PayPal;Alemanya
797;2023-06-11 00:00:00;C5063;Monitor;Electrònica;1;291,29;291,29;Transferència;Alemanya
798;2023-02-02 00:00:00;C7198;Auriculars;Accessoris;1;79,78;79,78;Transferència;Alemanya
799;2023-11-09 00:00:00;C4709;Cadira oficina;Oficina;4;184,31;737,24;Transferència;Espanya
800;2023-05-15 00:00:00;C8395;Monitor;Electrònica;3;385,32;1155,96;Targeta;Alemanya
801;2023-06-09 00:00:00;C5426;Impressora;Oficina;1;346,47;346,47;PayPal;Itàlia
802;2023-02-14 00:00:00;C9835;USB;Accessoris;1;42,34;42,34;Transferència;Alemanya
803;2023-06-06 00:00:00;C6345;Portàtil;Electrònica;5;1429,62;7148,1;PayPal;Alemanya
804;2023-08-06 00:00:00;C9707;USB;Accessoris;4;26,78;107,12;Transferència;Portugal
805;2023-04-29 00:00:00;C7683;Impressora;Oficina;1;385,23;385,23;PayPal;Portugal
806;2023-02-28 00:00:00;C8659;Teclat;Accessoris;1;96,58;96,58;Transferència;França
807;2023-01-26 00:00:00;C8468;Teclat;Accessoris;1;80,07;80,07;Targeta;Espanya
808;2023-06-30 00:00:00;C7599;Impressora;Oficina;5;146,68;733,4;Transferència;Alemanya
809;2023-11-17 00:00:00;C2072;Ratolí;Accessoris;4;54,52;218,08;Targeta;Alemanya
810;2023-02-26 00:00:00;C3606;Monitor;Electrònica;4;573,7;2294,8;Transferència;França
811;2023-10-09 00:00:00;C8763;Monitor;Electrònica;2;130,31;260,62;PayPal;Espanya
812;2023-09-05 00:00:00;C6685;Cadira oficina;Oficina;3;211,42;634,26;Transferència;Alemanya
813;2023-08-14 00:00:00;C3783;Monitor;Electrònica;3;307,82;923,46;Targeta;França
814;2023-02-15 00:00:00;C8557;Ratolí;Accessoris;5;45,04;225,2;Targeta;Alemanya
815;2023-03-19 00:00:00;C2932;Portàtil;Electrònica;2;992,29;1984,58;Targeta;Espanya
816;2023-01-06 00:00:00;C2116;Portàtil;Electrònica;3;1121,02;3363,06;PayPal;Portugal
817;2023-08-23 00:00:00;C9811;Auriculars;Accessoris;5;106,64;533,2;Transferència;Portugal
818;2023-11-29 00:00:00;C5958;USB;Accessoris;3;42,96;128,88;PayPal;Alemanya
819;2023-09-29 00:00:00;C3743;USB;Accessoris;1;15,89;15,89;Targeta;Espanya
820;2023-11-28 00:00:00;C6258;Cadira oficina;Oficina;2;230,81;461,62;Transferència;França
